,Name,Url,Stargazer_Count,Total Releases,Age
754,WVector/AppUpdate,https://github.com/WVector/AppUpdate,3397,3,4
755,promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,3391,2,6
756,crossoverJie/SSM,https://github.com/crossoverJie/SSM,3388,10,5
757,networknt/light-4j,https://github.com/networknt/light-4j,3388,145,5
758,PowerJob/PowerJob,https://github.com/PowerJob/PowerJob,3387,32,2
759,stylefeng/Guns,https://github.com/stylefeng/Guns,3381,0,4
760,DiUS/java-faker,https://github.com/DiUS/java-faker,3381,0,10
761,linkedin/databus,https://github.com/linkedin/databus,3376,0,9
762,lisawray/groupie,https://github.com/lisawray/groupie,3372,27,5
763,NotFound9/interviewGuide,https://github.com/NotFound9/interviewGuide,3369,0,5
764,ivacf/archi,https://github.com/ivacf/archi,3368,0,6
765,spring-projects/spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,3364,9,2
766,alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3359,4,7
767,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3357,24,8
768,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3355,0,5
769,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3354,0,8
770,supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,3331,0,2
771,google/data-transfer-project,https://github.com/google/data-transfer-project,3329,43,4
772,CaffeineMC/sodium-fabric,https://github.com/CaffeineMC/sodium-fabric,3323,11,2
773,eclipse/jetty.project,https://github.com/eclipse/jetty.project,3318,38,10
774,actorapp/actor-platform,https://github.com/actorapp/actor-platform,3317,97,6
775,abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3316,0,6
776,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3313,0,5
777,crate/crate,https://github.com/crate/crate,3313,39,8
778,shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3312,0,6
779,JeremyLiao/LiveEventBus,https://github.com/JeremyLiao/LiveEventBus,3310,0,3
780,wendux/DSBridge-Android,https://github.com/wendux/DSBridge-Android,3306,2,5
781,qunarcorp/bistoury,https://github.com/qunarcorp/bistoury,3304,8,2
782,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3304,66,11
783,micrometer-metrics/micrometer,https://github.com/micrometer-metrics/micrometer,3301,141,4
784,GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,3293,0,5
785,luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3291,4,4
786,iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3290,4,4
787,rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3284,7,5
788,alibaba/jetcache,https://github.com/alibaba/jetcache,3284,49,4
789,JavaNoober/BackgroundLibrary,https://github.com/JavaNoober/BackgroundLibrary,3278,10,3
790,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3276,19,5
791,baomidou/dynamic-datasource-spring-boot-starter,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,3275,8,3
792,CheckChe0803/flink-recommandSystem-demo,https://github.com/CheckChe0803/flink-recommandSystem-demo,3274,0,2
793,apache/kylin,https://github.com/apache/kylin,3271,0,7
794,hmkcode/Android,https://github.com/hmkcode/Android,3268,0,8
795,kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3255,0,10
796,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3243,0,7
797,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3237,0,6
798,uber/AutoDispose,https://github.com/uber/AutoDispose,3233,2,5
799,bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3233,0,7
800,java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3228,2,3
801,ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3226,3,9
802,bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3218,0,9
803,UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3217,7,6
804,h2database/h2database,https://github.com/h2database/h2database,3214,16,6
805,fishercoder1534/Leetcode,https://github.com/fishercoder1534/Leetcode,3210,0,5
806,alibaba/QLExpress,https://github.com/alibaba/QLExpress,3208,0,5
807,jbloch/effective-java-3e-source-code,https://github.com/jbloch/effective-java-3e-source-code,3208,0,3
808,zendesk/maxwell,https://github.com/zendesk/maxwell,3207,186,7
809,bilibili/boxing,https://github.com/bilibili/boxing,3204,1,5
810,fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,3200,0,9
811,getActivity/XXPermissions,https://github.com/getActivity/XXPermissions,3200,46,3
812,chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3193,0,8
813,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3193,4,7
814,chenBingX/SuperTextView,https://github.com/chenBingX/SuperTextView,3186,33,4
815,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3185,0,9
816,pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3177,4,6
817,apache/incubator-seatunnel,https://github.com/apache/incubator-seatunnel,3175,34,4
818,google/volley,https://github.com/google/volley,3169,9,5
819,zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3167,4,7
820,BelooS/ChipsLayoutManager,https://github.com/BelooS/ChipsLayoutManager,3162,11,5
821,eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,3160,0,11
822,facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,3156,2,7
823,KingJA/LoadSir,https://github.com/KingJA/LoadSir,3155,6,4
824,jacoco/jacoco,https://github.com/jacoco/jacoco,3154,43,9
825,amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,3153,0,7
826,jfinal/jfinal,https://github.com/jfinal/jfinal,3147,0,9
827,huburt-Hu/NewbieGuide,https://github.com/huburt-Hu/NewbieGuide,3147,20,4
828,eleme/UETool,https://github.com/eleme/UETool,3142,9,3
829,hitherejoe/animate,https://github.com/hitherejoe/animate,3141,0,6
830,alibaba/cobar,https://github.com/alibaba/cobar,3138,1,8
831,spockframework/spock,https://github.com/spockframework/spock,3127,16,11
832,airbnb/native-navigation,https://github.com/airbnb/native-navigation,3125,0,5
833,nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,3124,0,10
834,Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,3121,0,6
835,WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,3118,8,7
836,anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api,3117,1,6
837,danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,3105,0,6
838,yipianfengye/android-adDialog,https://github.com/yipianfengye/android-adDialog,3101,0,5
839,pig-mesh/pig,https://github.com/pig-mesh/pig,3098,16,2
840,undertow-io/undertow,https://github.com/undertow-io/undertow,3097,0,9
841,GeyserMC/Geyser,https://github.com/GeyserMC/Geyser,3091,0,2
842,hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,3090,0,6
843,requery/requery,https://github.com/requery/requery,3088,43,6
844,uber/NullAway,https://github.com/uber/NullAway,3086,0,4
845,crazyandcoder/citypicker,https://github.com/crazyandcoder/citypicker,3083,4,5
846,woxingxiao/BubbleSeekBar,https://github.com/woxingxiao/BubbleSeekBar,3082,12,5
847,guoguibing/librec,https://github.com/guoguibing/librec,3075,3,8
848,immutables/immutables,https://github.com/immutables/immutables,3075,6,8
849,dariuszseweryn/RxAndroidBle,https://github.com/dariuszseweryn/RxAndroidBle,3074,47,6
850,gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,3071,0,7
851,pppscn/SmsForwarder,https://github.com/pppscn/SmsForwarder,3071,18,1
852,liquibase/liquibase,https://github.com/liquibase/liquibase,3070,67,10
853,jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,3065,120,7
854,KunMinX/Linkage-RecyclerView,https://github.com/KunMinX/Linkage-RecyclerView,3059,0,2
855,lenve/JavaEETest,https://github.com/lenve/JavaEETest,3057,0,5
856,trojan-gfw/igniter,https://github.com/trojan-gfw/igniter,3056,33,3
857,oshi/oshi,https://github.com/oshi/oshi,3055,130,10
858,beemdevelopment/Aegis,https://github.com/beemdevelopment/Aegis,3053,44,5
859,apache/nifi,https://github.com/apache/nifi,3052,0,7
860,jagrosh/MusicBot,https://github.com/jagrosh/MusicBot,3052,31,5
861,Red5/red5-server,https://github.com/Red5/red5-server,3052,48,8
862,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android,3049,19,4
863,osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,3049,1,11
864,keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,3047,8,9
865,android-notes/Cockroach,https://github.com/android-notes/Cockroach,3045,1,5
866,sofastack/sofa-jarslink,https://github.com/sofastack/sofa-jarslink,3045,2,4
867,aragozin/jvm-tools,https://github.com/aragozin/jvm-tools,3044,0,9
868,zwwill/yanxuan-weex-demo,https://github.com/zwwill/yanxuan-weex-demo,3044,0,4
869,alibaba/Alink,https://github.com/alibaba/Alink,3035,13,3
870,jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,3033,0,10
871,strimzi/strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,3031,95,5
872,vaticle/typedb,https://github.com/vaticle/typedb,3029,80,5
873,react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,3029,75,6
874,zhou-you/RxEasyHttp,https://github.com/zhou-you/RxEasyHttp,3021,0,4
875,apache/maven,https://github.com/apache/maven,3020,2,12
876,Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,3020,0,6
877,xmuSistone/ViewpagerTransition,https://github.com/xmuSistone/ViewpagerTransition,3020,1,5
878,VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,3017,0,8
879,jeecgboot/JimuReport,https://github.com/jeecgboot/JimuReport,3013,1,2
880,dingjikerbo/Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,3013,0,6
881,java8/Java8InAction,https://github.com/java8/Java8InAction,3011,0,8
882,FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,3010,0,10
883,pedrovgs/DraggablePanel,https://github.com/pedrovgs/DraggablePanel,3008,10,7
884,dmytrodanylyk/android-process-button,https://github.com/dmytrodanylyk/android-process-button,3006,1,7
885,facebookarchive/react-native-fbsdk,https://github.com/facebookarchive/react-native-fbsdk,3005,22,6
886,zaaach/CityPicker,https://github.com/zaaach/CityPicker,3004,2,6
887,yanzhenjie/AndServer,https://github.com/yanzhenjie/AndServer,3001,0,5
888,florent37/ShapeOfView,https://github.com/florent37/ShapeOfView,2999,0,4
889,ballerina-platform/ballerina-lang,https://github.com/ballerina-platform/ballerina-lang,2998,115,5
890,lovetuzitong/MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,2995,2,6
891,watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,2990,0,7
892,MindorksOpenSource/PRDownloader,https://github.com/MindorksOpenSource/PRDownloader,2988,5,4
893,spring-cloud/spring-cloud-kubernetes,https://github.com/spring-cloud/spring-cloud-kubernetes,2986,0,5
894,stephanenicolas/robospice,https://github.com/stephanenicolas/robospice,2984,1,9
895,apache/calcite,https://github.com/apache/calcite,2983,0,7
896,mplushnikov/lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,2983,116,8
897,jd-alexander/LikeButton,https://github.com/jd-alexander/LikeButton,2979,14,6
898,tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,2979,64,4
899,yui/yuicompressor,https://github.com/yui/yuicompressor,2977,1,13
900,ZieIony/Carbon,https://github.com/ZieIony/Carbon,2968,2,7
901,jasonross/Nuwa,https://github.com/jasonross/Nuwa,2968,0,6
902,evrencoskun/TableView,https://github.com/evrencoskun/TableView,2965,12,4
903,yarolegovich/SlidingRootNav,https://github.com/yarolegovich/SlidingRootNav,2960,1,4
904,killme2008/aviatorscript,https://github.com/killme2008/aviatorscript,2948,46,10
905,KeepSafe/dexcount-gradle-plugin,https://github.com/KeepSafe/dexcount-gradle-plugin,2947,20,6
906,flutter-webrtc/flutter-webrtc,https://github.com/flutter-webrtc/flutter-webrtc,2940,33,4
907,yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning,2931,0,9
908,jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,2925,47,8
909,awaitility/awaitility,https://github.com/awaitility/awaitility,2924,0,12
910,gouthampradhan/leetcode,https://github.com/gouthampradhan/leetcode,2921,0,5
911,JackyAndroid/AndroidChromium,https://github.com/JackyAndroid/AndroidChromium,2921,2,5
912,mxdldev/android-mvp-mvvm-flytour,https://github.com/mxdldev/android-mvp-mvvm-flytour,2919,11,3
913,ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,2916,29,7
914,edmodo/cropper,https://github.com/edmodo/cropper,2916,0,8
915,guolindev/booksource,https://github.com/guolindev/booksource,2914,0,5
916,udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2907,0,7
917,googlesamples/android-vision,https://github.com/googlesamples/android-vision,2906,0,6
918,javaee/jersey,https://github.com/javaee/jersey,2899,30,9
919,ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2898,0,8
920,JCTools/JCTools,https://github.com/JCTools/JCTools,2897,15,8
921,apache/hudi,https://github.com/apache/hudi,2894,15,5
922,geftimov/android-pathview,https://github.com/geftimov/android-pathview,2894,2,7
923,CrawlScript/WebCollector,https://github.com/CrawlScript/WebCollector,2891,0,7
924,rubenlagus/TelegramBots,https://github.com/rubenlagus/TelegramBots,2887,72,6
925,RipMeApp/ripme,https://github.com/RipMeApp/ripme,2881,126,5
926,youlookwhat/DesignPattern,https://github.com/youlookwhat/DesignPattern,2880,0,5
927,phodal/migration,https://github.com/phodal/migration,2880,0,2
928,iwgang/CountdownView,https://github.com/iwgang/CountdownView,2876,3,6
929,race604/FlyRefresh,https://github.com/race604/FlyRefresh,2873,2,6
930,bmelnychuk/AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,2872,0,7
931,szerhusenBC/jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,2871,3,6
932,YahooArchive/anthelion,https://github.com/YahooArchive/anthelion,2868,0,6
933,saulmm/Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,2859,0,7
934,DTStack/chunjun,https://github.com/DTStack/chunjun,2858,23,3
935,nanchen2251/RxJava2Examples,https://github.com/nanchen2251/RxJava2Examples,2854,0,4
936,nic-delhi/AarogyaSetu_Android,https://github.com/nic-delhi/AarogyaSetu_Android,2854,0,1
937,jtablesaw/tablesaw,https://github.com/jtablesaw/tablesaw,2853,77,6
938,openaphid/android-flip,https://github.com/openaphid/android-flip,2853,0,9
939,sublimehq/Packages,https://github.com/sublimehq/Packages,2853,0,6
940,DV8FromTheWorld/JDA,https://github.com/DV8FromTheWorld/JDA,2851,51,6
941,SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,2846,7,8
942,eclipse-openj9/openj9,https://github.com/eclipse-openj9/openj9,2844,30,4
943,Mojang/brigadier,https://github.com/Mojang/brigadier,2842,3,7
944,donglua/PhotoPicker,https://github.com/donglua/PhotoPicker,2842,13,6
945,jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,2840,4,6
946,w446108264/XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard,2837,7,7
947,AweiLoveAndroid/CommonDevKnowledge,https://github.com/AweiLoveAndroid/CommonDevKnowledge,2834,0,4
948,jprante/elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,2832,19,9
949,jiajunhui/PlayerBase,https://github.com/jiajunhui/PlayerBase,2826,18,4
950,M66B/FairEmail,https://github.com/M66B/FairEmail,2823,1798,3
951,jenkinsci/blueocean-plugin,https://github.com/jenkinsci/blueocean-plugin,2822,31,6
952,ikarus23/MifareClassicTool,https://github.com/ikarus23/MifareClassicTool,2821,2,9
953,JulienGenoud/android-percent-support-lib-sample,https://github.com/JulienGenoud/android-percent-support-lib-sample,2820,2,6
954,ddd-by-examples/library,https://github.com/ddd-by-examples/library,2819,0,3
955,sunfusheng/StickyHeaderListView,https://github.com/sunfusheng/StickyHeaderListView,2817,0,5
956,cSploit/android,https://github.com/cSploit/android,2816,33,7
957,tianshiyeben/wgcloud,https://github.com/tianshiyeben/wgcloud,2812,8,3
958,mzule/ActivityRouter,https://github.com/mzule/ActivityRouter,2810,3,5
959,FinalTeam/RxGalleryFinal,https://github.com/FinalTeam/RxGalleryFinal,2809,1,5
960,JackyAndroid/AndroidTVLauncher,https://github.com/JackyAndroid/AndroidTVLauncher,2801,3,5
961,nextcloud/android,https://github.com/nextcloud/android,2801,182,5
962,square/flow,https://github.com/square/flow,2799,0,8
963,googlesamples/google-services,https://github.com/googlesamples/google-services,2798,0,6
964,JoanZapata/android-pdfview,https://github.com/JoanZapata/android-pdfview,2796,0,9
965,google/binnavi,https://github.com/google/binnavi,2794,3,6
966,Teevity/ice,https://github.com/Teevity/ice,2791,3,8
967,mmin18/RealtimeBlurView,https://github.com/mmin18/RealtimeBlurView,2791,0,5
968,bastillion-io/Bastillion,https://github.com/bastillion-io/Bastillion,2787,17,9
969,florent37/ExpectAnim,https://github.com/florent37/ExpectAnim,2787,1,5
970,201206030/fiction_house,https://github.com/201206030/fiction_house,2786,5,2
971,spring-io/initializr,https://github.com/spring-io/initializr,2785,12,8
972,bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,2781,18,9
973,googlearchive/android-Camera2Basic,https://github.com/googlearchive/android-Camera2Basic,2781,0,7
974,JakeWharton/scalpel,https://github.com/JakeWharton/scalpel,2772,0,8
975,Tencent/MSEC,https://github.com/Tencent/MSEC,2771,0,5
976,RobotiumTech/robotium,https://github.com/RobotiumTech/robotium,2771,0,12
977,fengjundev/Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,2769,0,6
978,tyzlmjj/PagerBottomTabStrip,https://github.com/tyzlmjj/PagerBottomTabStrip,2767,12,6
979,sockeqwe/AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates,2766,18,6
980,liuyangming/ByteTCC,https://github.com/liuyangming/ByteTCC,2765,17,6
981,airbnb/airpal,https://github.com/airbnb/airpal,2762,0,7
982,Nightonke/WoWoViewPager,https://github.com/Nightonke/WoWoViewPager,2752,0,6
983,MindorksOpenSource/android-mvvm-architecture,https://github.com/MindorksOpenSource/android-mvvm-architecture,2750,0,4
984,Dimezis/BlurView,https://github.com/Dimezis/BlurView,2750,22,5
985,Nightonke/CoCoin,https://github.com/Nightonke/CoCoin,2746,0,6
986,harjot-oberai/MusicDNA,https://github.com/harjot-oberai/MusicDNA,2745,2,5
987,sofastack/sofa-jraft,https://github.com/sofastack/sofa-jraft,2744,21,3
988,apache/logging-log4j2,https://github.com/apache/logging-log4j2,2743,0,8
989,halirutan/IntelliJ-Key-Promoter-X,https://github.com/halirutan/IntelliJ-Key-Promoter-X,2743,19,4
990,Yalantis/GuillotineMenu-Android,https://github.com/Yalantis/GuillotineMenu-Android,2739,2,6
991,north2016/T-MVP,https://github.com/north2016/T-MVP,2739,0,5
992,AbrahamCaiJin/CommonUtilLibrary,https://github.com/AbrahamCaiJin/CommonUtilLibrary,2736,0,4
993,wenmingvs/AndroidProcess,https://github.com/wenmingvs/AndroidProcess,2736,0,6
994,MagicMashRoom/SuperCalendar,https://github.com/MagicMashRoom/SuperCalendar,2736,13,4
995,TangoAgency/material-intro-screen,https://github.com/TangoAgency/material-intro-screen,2732,4,5
996,oguzbilgener/CircularFloatingActionMenu,https://github.com/oguzbilgener/CircularFloatingActionMenu,2728,0,7
997,pedrovgs/Algorithms,https://github.com/pedrovgs/Algorithms,2725,0,7
998,allure-framework/allure2,https://github.com/allure-framework/allure2,2723,50,5
999,saulmm/CoordinatorBehaviorExample,https://github.com/saulmm/CoordinatorBehaviorExample,2721,0,6
